nome_prodotto,marca,descrizione,url_immagine
Punta per metallo doppia PRO Metal HSS-G Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura del metallo
Acciaio super rapido rettificato per prestazioni di lunga durata
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/461869-82/product-image/720x410/punta-per-metallo-doppia-pro-metal-hss-g-3089854.png
"Set di punte per metallo PRO Metal HSS-G Impact Per trapani a percussione/avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Lunga durata nella foratura del metallo
Acciaio super rapido rettificato per prestazioni di lunga durata",https://www.bosch-professional.com/it/it/ocsmedia/474290-82/product-image/720x410/set-di-punte-per-metallo-pro-metal-hss-g-impact-3089838.png
Punta per metallo lunghezza standard PRO Metal HSS-G Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura del metallo
Acciaio super rapido rettificato per prestazioni di lunga durata
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/461705-82/product-image/720x410/punta-per-metallo-lunghezza-standard-pro-metal-hss-g-3089835.png
Punta per metallo lunghezza grande PRO Metal HSS-G Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura del metallo
Acciaio super rapido rettificato per prestazioni di lunga durata
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/461837-82/product-image/720x410/punta-per-metallo-lunghezza-grande-pro-metal-hss-g-7358360.png
Set di punte per metallo PRO Metal HSS-G Hex Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura del metallo
Acciaio super rapido rettificato per prestazioni di lunga durata",https://www.bosch-professional.com/it/it/ocsmedia/466842-82/product-image/720x410/set-di-punte-per-metallo-esagonali-pro-metal-hss-g-5-pz-2608595517.png
Punta elicoidale per legno PRO Wood Per trapani/avvitatori rotanti,Bosch,"Foratura di precisione del legno
La punta elicoidale consente la centratura della punta, aiutandoti a ottenere fori puliti e precisi
Codolo cilindrico compatibile con mandrini a tre ganasce
Potrebbe presentare un design precedente",https://www.bosch-professional.com/it/it/ocsmedia/462824-82/product-image/720x410/punta-elicoidale-per-legno-pro-wood-3089819.png
Set di punte per metallo PRO Metal HSS-G Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura del metallo
Acciaio super rapido rettificato per prestazioni di lunga durata",https://www.bosch-professional.com/it/it/ocsmedia/475711-82/product-image/720x410/set-di-punte-per-metallo-pro-metal-hss-g-3089834.png
Set di punte elicoidali per legno PRO Wood Per trapani/avvitatori rotanti,Bosch,"Foratura di precisione del legno
La punta elicoidale consente la centratura della punta, aiutandoti a ottenere fori puliti e precisi",https://www.bosch-professional.com/it/it/ocsmedia/468784-82/product-image/720x410/set-di-punte-elicoidali-per-legno-pro-wood-3089816.png
"Punta PRO Wood HSS Installation Per trapani/avvitatori rotanti, Per martelli perforatori",Bosch,"Lunga durata nella foratura del legno
Spirale conica per forare materiali duri senza inceppamenti
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/462798-82/product-image/720x410/punta-pro-wood-hss-installation-3089820.png
Punta per svasatore PRO Soft Metal HSS Per trapani/avvitatori rotanti,Bosch,"Sbavatura e svasatura di precisione del metallo morbido
Tre taglienti a 90 gradi per una foratura precisa nel metallo tenero
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/461864-82/product-image/720x410/punta-per-svasatore-pro-soft-metal-hss-3089845.png
Set di punte elicoidali per legno PRO Wood HSS Per trapani/avvitatori rotanti,Bosch,"Foratura di precisione del legno
La punta elicoidale consente la centratura della punta, aiutandoti a ottenere fori puliti e precisi",https://www.bosch-professional.com/it/it/ocsmedia/466742-82/product-image/720x410/set-di-punte-elicoidali-per-legno-pro-wood-hss-3089813.png
Set di punte per svasatore PRO Soft Metal HSS Per trapani/avvitatori rotanti,Bosch,"Sbavatura e svasatura di precisione del metallo morbido
Tre taglienti a 90 gradi per una foratura precisa nel metallo tenero",https://www.bosch-professional.com/it/it/ocsmedia/455743-82/product-image/720x410/set-di-punte-per-svasatore-pro-soft-metal-hss-6-pz-2608597527.png
"Punta per travi PRO Wood Per trapani/avvitatori rotanti, Per trapani a percussione/avvitatori a impulsi",Bosch,"Foratura di precisione del legno
La punta della vite autoalimentata tira il bit attraverso il legno
Codolo esagonale per un collegamento saldo e la massima trasmissione della coppia nei mandrini a tre ganasce e nei portautensili a esagono interno da ¼""",https://www.bosch-professional.com/it/it/ocsmedia/462862-82/product-image/720x410/punta-per-travi-pro-wood-3089821.png
Punta PRO SDS max Natural Stone Per martelli perforatori,Bosch,"Lunga durata nella foratura della pietra naturale
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS max",https://www.bosch-professional.com/it/it/ocsmedia/460787-82/product-image/720x410/punta-pro-sds-max-natural-stone-3066002.png
Punta per metallo PRO Stainless Steel HSS-Co Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura dell'acciaio inossidabile
Acciaio ad alta velocità con aggiunta di cobalto per prestazioni di lunga durata
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/461766-82/product-image/720x410/punta-per-metallo-pro-stainless-steel-hss-co-3089844.png
"Set di punte per travi PRO Wood Per trapani/avvitatori rotanti, Per trapani a percussione/avvitatori a impulsi",Bosch,"Foratura di precisione del legno
La punta della vite autoalimentata tira il bit attraverso il legno",https://www.bosch-professional.com/it/it/ocsmedia/455393-82/product-image/720x410/set-di-punte-per-travi-pro-wood-3089823.png
Punta PRO SDS max Break Through Per martelli perforatori,Bosch,"Lunga durata nella foratura del calcestruzzo
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS max",https://www.bosch-professional.com/it/it/ocsmedia/460793-82/product-image/720x410/punta-pro-sds-max-break-through-3066003.png
Set di punte per metallo PRO Stainless Steel HSS-Co Per trapani/avvitatori rotanti,Bosch,"Lunga durata nella foratura dell'acciaio inossidabile
Acciaio ad alta velocità con aggiunta di cobalto per prestazioni di lunga durata",https://www.bosch-professional.com/it/it/ocsmedia/475716-82/product-image/720x410/set-di-punte-per-metallo-pro-stainless-steel-hss-co-3089843.png
Punta per martelli PRO SDS max-4 Per martelli perforatori,Bosch,"Lunga durata nella foratura del calcestruzzo armato
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS max",https://www.bosch-professional.com/it/it/ocsmedia/426429-82/product-image/720x410/punta-per-martelli-pro-sds-max-4-3066004.png
Punta per svasatore PRO Steel HSS Per trapani/avvitatori rotanti,Bosch,"Sbavatura e svasatura di precisione nell'acciaio
Tre taglienti a 90 gradi per una foratura precisa nel metallo tenero
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/461832-82/product-image/720x410/punta-per-svasatore-pro-steel-hss-3089853.png
Punta PRO SDS max-7 Per martelli perforatori,Bosch,"Lunga durata nella foratura del calcestruzzo armato
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS max",https://www.bosch-professional.com/it/it/ocsmedia/460844-82/product-image/720x410/punta-pro-sds-max-7-3066005.png
"Grasso lubrificante PRO codoli SDS Per martelli perforatori, Per sezionatori",Bosch,Lunga durata nella lubrificazione dei codoli SDS,https://www.bosch-professional.com/it/it/ocsmedia/451037-82/product-image/720x410/grasso-lubrificante-pro-codoli-sds-per-trapano-e-scalpello-2608002021.png
Corona PRO SDS max-5 Per martelli perforatori,Bosch,"Realizzazione veloce di fori profondi nel calcestruzzo
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS max",https://www.bosch-professional.com/it/it/ocsmedia/460819-82/product-image/720x410/corona-pro-sds-max-5-3066009.png
Corona PRO SDS max-5 monoblocco Per martelli perforatori,Bosch,"Realizzazione veloce di fori profondi nel calcestruzzo
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS max",https://www.bosch-professional.com/it/it/ocsmedia/460876-82/product-image/720x410/corona-pro-sds-max-5-monoblocco-3066011.png
Corona PRO SDS plus-5 Per martelli perforatori,Bosch,"Realizzazione veloce di fori nel calcestruzzo
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS plus",https://www.bosch-professional.com/it/it/ocsmedia/460806-82/product-image/720x410/corona-pro-sds-plus-5-3066013.png
"Set corone PRO SDS plus-5 Per martelli perforatori, Per sezionatori",Bosch,"Realizzazione veloce di fori nel calcestruzzo
Il metallo duro resistente e di alta qualità garantisce resistenza e durata",https://www.bosch-professional.com/it/it/ocsmedia/173838-82/product-image/720x410/set-corone-pro-sds-plus-5-3066014.png
Punta PRO SDS plus Rebar Cutter Per martelli perforatori,Bosch,"Lunga durata nel taglio delle armature
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS plus",https://www.bosch-professional.com/it/it/ocsmedia/460856-82/product-image/720x410/punta-pro-sds-plus-rebar-cutter-3077735.png
Punta per martelli PRO SDS plus-5X Per martelli perforatori,Bosch,"Lunga durata nella foratura del calcestruzzo armato
Il metallo duro resistente e di alta qualità garantisce resistenza e durata
Si adatta con tutti i martelli perforatori con attacco SDS plus",https://www.bosch-professional.com/it/it/ocsmedia/409004-82/product-image/720x410/punta-per-martelli-pro-sds-plus-5x-3077736.png
"Set di punte per martelli PRO SDS plus-5X Per martelli perforatori, Per sezionatori",Bosch,"Lunga durata nella foratura del calcestruzzo armato
Il metallo duro resistente e di alta qualità garantisce resistenza e durata",https://www.bosch-professional.com/it/it/ocsmedia/414362-82/product-image/720x410/set-di-punte-per-martelli-pro-sds-plus-5x-3077737.png
"Set Misto PRO Impact Per trapani a percussione/avvitatori a impulsi, Per trapani/avvitatori rotanti, Per avvitatori a impulsi",Bosch,Avvitamento e foratura di precisione nei materiali da costruzione,https://www.bosch-professional.com/it/it/ocsmedia/470012-82/product-image/720x410/pro-impact-set-con-punta-multi-construction-e-indice-pick-and-click-ph2-x-50-mm-pz2-x-50-mm-t20-x-50-mm-t25-x-50-mm-t30-x-50-mm-mc-5-6-8-x-50-mm-8-pz-2608577144.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,Avvitamento,https://www.bosch-professional.com/it/it/ocsmedia/469832-82/product-image/720x410/set-pro-impact-con-giradadi-e-indice-pick-and-click-ph2x50-pz2x50-ns8x50-ns10x50-ns13x50-mm-5-pz-2608522350.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466770-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-20-pz-2608521u74.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466774-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-24-pz-2608521u75.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466757-82/product-image/720x410/set-bit-avvitamento-pro-impact-3095597.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466778-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-33-pz-2608521u76.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466782-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-35-pz-2608521u77.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466834-82/product-image/720x410/set-bit-avvitamento-pro-impact-3095609.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466786-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-41-pz-2608521u78.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466788-82/product-image/720x410/set-di-bit-di-avvitamento-pro-impact-44-pz-2608521u79.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466826-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-48-pz-2608521u88.png
"Set bit avvitamento PRO Impact Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento solido
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466830-82/product-image/720x410/set-bit-di-avvitamento-pro-impact-50-pz-2608521u89.png
"Set PRO Impact Metal Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"Avvitamento e lunga durata nella foratura del metallo
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466810-82/product-image/720x410/pro-impact-metal-set-20-pz-2608521u84.png
"Set PRO Impact Metal Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,"avvitamento e lunga durata nella foratura del metallo
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466794-82/product-image/720x410/set-pro-impact-metal-3095637.png
"Set PRO Impact Metal Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,Avvitamento e lunga durata nella foratura del metallo,https://www.bosch-professional.com/it/it/ocsmedia/466818-82/product-image/720x410/pro-impact-metal-set-40-pz-2608521u86.png
"Set PRO Impact Misto Per avvitatori a impulsi, Per trapani/avvitatori rotanti, Per trapani a percussione/avvitatori a impulsi",Bosch,"Avvitamento e foratura di precisione nei materiali da costruzione
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466806-82/product-image/720x410/pro-impact-mixed-set-20-pz-2608521u83.png
"Set PRO Impact Misto Per avvitatori a impulsi, Per trapani/avvitatori rotanti, Per trapani a percussione/avvitatori a impulsi",Bosch,"Avvitamento e foratura di precisione nei materiali da costruzione
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466838-82/product-image/720x410/set-pro-impact-misto-3095649.png
"Set PRO Impact Misto Per avvitatori a impulsi, Per trapani/avvitatori rotanti, Per trapani a percussione/avvitatori a impulsi",Bosch,"Avvitamento e foratura di precisione nei materiali da costruzione
La zona di torsione estesa assorbe la sollecitazione della coppia sulla punta del bit avvitamento",https://www.bosch-professional.com/it/it/ocsmedia/466814-82/product-image/720x410/pro-impact-mixed-set-40-pz-2608521u85.png
"PRO Impact Wood Set Per avvitatori a impulsi, Per trapani/avvitatori rotanti",Bosch,Avvitamento e foratura di precisione nel legno,https://www.bosch-professional.com/it/it/ocsmedia/466822-82/product-image/720x410/pro-impact-wood-set-40-pz-2608521u87.png
"Punta per piastrelle CYL-9 SoftCeramic Per trapani/avvitatori rotanti, Per trapani a percussione/avvitatori a impulsi",Bosch,"Utilizzo a secco, per una lavorazione pratica e senza fatica
Design a spirale liscia, ideale per la foratura di piastrelle di durezza media.
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/181153-82/product-image/720x410/punta-per-piastrelle-cyl-9-softceramic-2867388.png
"Set punte per calcestruzzo e bit avvitamento Extra Hard, 35 pz. Per trapani/avvitatori rotanti, Per avvitatori",Bosch,"Acciaio modificato S2 e processo di trattamento termico ottimizzato per resistenza extra e prestazioni all'altezza
Punte per avvitatore in acciaio modificato S2 per durezza extra. La zona di torsione conica sostiene i picchi di coppia",https://www.bosch-professional.com/it/it/ocsmedia/160257-82/product-image/720x410/set-bit-avvitamento-cyl-3-da-35-pezzi-extra-hard-ph-pz-sl-h-t-2607017326.png
Punta elicoidale per legno con svasatore 90° Per trapani/avvitatori rotanti,Bosch,"Montato su una punta elicoidale per legno, ottiene più operazioni contemporaneamente
Dotata di chiavetta esagonale, una punta elicoidale per legno e uno svasatore a innesto.
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/178194-82/product-image/720x410/punta-elicoidale-per-legno-con-svasatore-90°-2867730.png
"Punta allargafori per lamiera al cromo vanadio, codolo cilindrico Per trapani/avvitatori rotanti",Bosch,"La punta con rettifica di finitura incrociata consente un perfetto centraggio senza il rischio di slittamenti
Questa punta con rettifica di precisione presenta un'elica dritta per una foratura rapida
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/170661-82/product-image/720x410/punta-allargafori-per-lamiera-al-cromo-vanadio-codolo-cilindrico-2867735.png
Punta Forstner con inserti in metallo duro Per trapani/avvitatori rotanti,Bosch,"Con taglienti in metallo duro rettificati al diamante, la punta produce risultati estremamente precisi.
La punta di centraggio consente un avvio esatto della foratura
Codolo cilindrico compatibile con mandrini a tre ganasce",https://www.bosch-professional.com/it/it/ocsmedia/171445-82/product-image/720x410/punta-forstner-con-inserti-in-metallo-duro-2868313.png
