description,brand,image_url,product_page_url,name,price
"Descrizione:
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 20.5 kW
Potenza termica nominale: 17.8 kW
Rendimento alla potenza termica nominale: 86.9 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
90 x 61 x 171 cm - 295 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/47424.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-80-frontale-thermofix-80f-n18-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 80F N18 aria,N/A
"Descrizione:
• focolare in
Thermofix
®
• portina ad angolo con due vetri accoppiati
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro ad anta
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 22.3 kW
Potenza termica nominale: 19.1 kW
Rendimento alla potenza termica nominale: 85.7 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
113 x 61 x 172 cm - 375 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/variante/50562.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-90-angolo-thermofix-90l-n19-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 90L N19 aria,N/A
"Descrizione:
•

Dimensioni:
125 x 72 x 104 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/890.jpeg,https://palazzetti.it/prodotti/rivestimenti/country/andria-totale,Rivestimento country Andria totale,N/A
"Descrizione:
• rivestimento in acciaio verniciato antracite con finiture nichelate e portina con chiusura automatica
• ventilatore con display digitale per canalizzare l’aria in altri ambienti
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 9.4 kW
Potenza termica nominale: 7 kW
Rendimento alla potenza termica nominale: 77 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
44 x 45 x 150 cm - 180 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/872.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/eva-ventilata-canalizzabile-acciaio-antracite-8-kw-aria-canalizzabile,Stufa a legna Eva S ventilata canalizzabile aria,N/A
"Descrizione:
•

Dimensioni:
264 x 95 x 106 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/2744.jpeg,https://palazzetti.it/prodotti/rivestimenti/moderno/paros,Rivestimento moderno Paros,N/A
"Descrizione:
• design retrò
• disponibile nelle versioni ghisa o pietra ollare
• focolare in ghisa e deflettore tagliafuoco in materiale refrattario
• maniglia antiscottatura in gomma siliconica
• ampia e profonda camera di combustione per bruciare legna di media/grande pezzatura

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 10.25 kW
Potenza termica nominale: 8.02 kW
Rendimento alla potenza termica nominale: 78.29 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
57 x 57 x 92 cm - 145 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/267.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/oscar-ghisa-antracite-8-kw-aria-irraggiamento,Stufa a legna Oscar aria,N/A
"Descrizione:
• caldaia
ermetica
con focolare a tubi di fumo con turbolatori
•
gruppo idraulico integrato
composto da circolatore, valvola di sicurezza, vaso di espansione chiuso e manometro
•
valvola anticondensa integrata
•
display digitale grafico
con comandi touch
• fasce orarie di funzionamento programmabili su base giornaliera e settimanale
• interfaccia per termostato esterno integrata o per collegamento a puffer
• predisposizione per
Connection Box
•
Complete Burning System
: sistema di combustione totale con minima produzione di cenere
•
Self Cleaning System
: esclusivo sistema di autopulizia totale sia del braciere che dei tubi di scambio
• sistema a
Stella
di caricamento del pellet
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 23.1 kW
Potenza termica diretta all'acqua: 23 kW
Rendimento alla potenza termica nominale: 92.4 %
Autonomia di funzionamento max: 45 h
Capacità serbatoio di alimentazione: 50 kg
Consumo orario pellet: 1.12 - 5.14 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
70 x 63 x 137 cm - undefined kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/51215.jpeg,https://palazzetti.it/prodotti/caldaie/acqua/caldaia-a-pellet-jps-acciaio-tortora-jps-25-acqua,Caldaia a pellet JPS 25,N/A
"Descrizione:
• solida struttura in ghisa
• vetro ceramico (800°) con sistema di auto pulizia
•
Balanced Door
, porta con sistema autobilanciante
• ventilatore regolabile su più velocità con tecnologia
Zero Speed Fan
(esclude la ventilazione aumentando il comfort acustico e favorisce una diffusione di calore naturale)
• pannello comandi a sfioramento, posto sul retro, estraibile
• fasce orarie di funzionamento programmabili su base giornaliera e settimanale
• possibilità di collegare la stufa ad un termostato esterno
• sonda ambiente per la gestione della temperatura desiderata
• predisposizione per
Connection Box

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 9.2 kW
Rendimento alla potenza termica nominale: 87.7 %
Autonomia di funzionamento max: 19 h
Capacità serbatoio di alimentazione: 15 kg
Consumo orario pellet: 0.78 - 2.105 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
74 x 63 x 80 cm - 194 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/variante/50896.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/aria/cesare-ii-ghisa-nero-9-kw-aria-ventilata-0-speed-fan,Stufa a pellet Ecofire Cesare II,N/A
"Descrizione:
•

Dimensioni:
160 x 97 x 90 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/915.jpeg,https://palazzetti.it/prodotti/rivestimenti/moderno/san-diego,Rivestimento moderno San Diego,N/A
"Descrizione:
•
stufa ermetica
con la possibilità di prelevare l’aria comburente direttamente dall’esterno
• struttura in acciaio con rivestimento in ceramica
• doppia porta, una estetica ed una tecnica
•
Balanced Door
, porta con sistema autobilanciante
• ventilatore regolabile su più velocità con tecnologia
Zero Speed Fan
(esclude la ventilazione aumentando il comfort acustico e favorisce una diffusione di calore naturale)
• pannello digitale con controllo a sfioramento
• fasce orarie di funzionamento programmabili su base giornaliera e settimanale
• predisposizione per
Connection Box
• tecnologia T3 a 4 tubi di fumo di diametro maggiorato ad alta efficienza e pulizia semplificata
• braciere in ghisa ad alte prestazioni
• ampio cassetto cenere e sistema
Speedy Clean
di nuova generazione con accesso frontale alla pulizia del giro fumi
• sistema
Quick Start
(riduce i tempi di accensione)
• sistema a
Stella
di caricamento del pellet

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 13.2 kW
Rendimento alla potenza termica nominale: 90.1 %
Autonomia di funzionamento max: 25 h
Capacità serbatoio di alimentazione: 18 kg
Consumo orario pellet: 0.73 - 3.04 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
62 x 59 x 125 cm - 190 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/variante/40845.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/aria/nadine-ceramica-caffellatte-13-kw-aria-canalizzabile-aria-ventilata-0-speed-fan,Stufa a pellet Ecofire Nadine 13,N/A
"Descrizione:
• realizzata con una particolare forma ellittica in acciaio verniciato nero con finitura cromata e vetro stondato
• sistema After Flame che assicura ore di calore anche dopo lo spegnimento
• focolare in
Magnofix
®
che ottimizza l'irraggiamento
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 10 kW
Potenza termica nominale: 8.3 kW
Rendimento alla potenza termica nominale: 82.7 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
47 x 44 x 150 cm - 206 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/242.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/erica-con-accumulo-acciaio-nero-8-kw-aria-irraggiamento,Stufa a legna Erica con accumulo aria,N/A
